codigo_comuna,nombre_comuna,pop_total,pop_chilean,pop_foreign,pct_foreign,median_age_chilean,median_age_foreign,mean_schooling_chilean,mean_schooling_foreign,emp_rate_chilean,emp_rate_foreign,dependency_ratio
13103,Cerro Navia,126140.0,113911.0,12229.0,9.69478357380688,38.0,32.0,10.307062317592152,11.639353856958914,0.5773410035155001,0.6976973036803779,0.4774990043807248
13121,Pedro Aguirre Cerda,95390.0,86292.0,9098.0,9.537687388615158,41.0,32.0,11.227268311637847,11.518867924528301,0.6110818516971469,0.7200266134397871,0.5233152347492814
13132,Vitacura,85502.0,78906.0,6596.0,7.714439428317467,39.0,43.0,16.36246373329884,15.912903225806451,0.7023622047244095,0.8097681489927784,0.5761318389618051
